,County,County,2019,Cases_2019,Hum_19,Pre_19,Tmax_19,Tmin_19,LSTMean_2019,WS_19,Chlorophyll_2019,Ag_MEAN_2019,Fs_MEAN_2019,Rn_MEAN_2019,Cases_normalized_2019
23,Edwards,Edwards,6395,0,96.80204304,4.039935174,30.2043547,18.32494393,0.0,3.244096483,1.246292119,0.75,0.78,0.82,0.0
24,Effingham,Effingham,34008,0,95.64859335,3.872667035,29.55511432,17.69435943,23.46,3.723376501,1.324320864,0.79,0.81,0.73,0.0
25,Fayette,Fayette,21336,0,96.51529077,4.438913904,29.11583428,17.65097949,23.9,3.684890227,1.527508567,0.81,0.82,0.75,0.0
26,Ford,Ford,12961,0,94.80547943,3.052761224,28.09258544,16.3228171,0.0,3.631926837,1.255983724,0.8,0.75,0.77,0.0
27,Franklin,Franklin,38469,1,96.58662239,2.371064588,30.04581971,18.50542373,24.58,2.875400391,1.260631825,0.74,0.76,0.74,2.5994956978346204
28,Fulton,Fulton,34340,0,95.3112107,3.823457889,28.18384822,17.03248792,23.535,3.787854294,1.233910294,0.79,0.79,0.82,0.0
29,Gallatin,Gallatin,4828,0,97.74211947,3.239441441,30.15742724,18.21871571,24.32,3.013548487,1.364532902,0.74,0.8,0.74,0.0
30,Greene,Greene,12969,0,95.54249255,3.466428493,29.0524814,17.98119571,23.564999999999998,3.615838954,1.521217675,0.81,0.83,0.75,0.0
31,Grundy,Grundy,51054,0,93.30244061,5.462107218,27.66228502,16.44246863,22.58,3.459502834,1.260689707,0.8,0.78,0.79,0.0
32,Hamilton,Hamilton,8116,0,96.69040573,3.034401874,30.06559514,18.35004651,23.715,3.076894709,1.312768418,0.74,0.78,0.79,0.0
33,Hancock,Hancock,17708,0,94.63331602,4.225619393,28.30038935,17.83392395,22.845,3.671856701,1.34754194,0.81,0.8,0.81,0.0
34,Hardin,Hardin,3821,0,98.03774582,2.976231942,29.7605985,18.00402402,23.545,3.263074851,1.824841036,0.78,0.84,0.78,0.0
35,Henderson,Henderson,6646,0,94.50255674,3.943617756,28.05462706,17.38505065,22.810000000000002,3.696184141,1.252604509,0.82,0.78,0.75,0.0
36,Henry,Henry,48913,0,94.47087065,4.501624088,27.7819482,16.61814133,22.505000000000003,3.625825159,1.156525625,0.78,0.77,0.77,0.0
37,Iroquois,Iroquois,27114,0,94.05518729,3.583088986,28.08518274,16.31740894,22.595,3.63758452,1.224984203,0.78,0.79,0.75,0.0
38,Jackson,Jackson,56750,0,96.75621918,3.213420754,30.18116004,18.63860295,23.82,2.946289527,1.382082082,0.69,0.81,0.76,0.0
39,Jasper,Jasper,9610,0,95.3968472,3.360980363,29.46967622,17.85853809,23.73,3.622705967,1.291328857,0.78,0.8,0.82,0.0
40,Jefferson,Jefferson,37684,0,95.89072845,3.112834662,29.69270807,18.35646512,24.770000000000003,3.167964047,1.376119098,0.75,0.78,0.77,0.0
41,Jersey,Jersey,21773,0,95.67579946,3.314842869,29.20897433,18.33314727,23.740000000000002,3.512077879,1.526174638,0.8,0.83,0.78,0.0
42,Jo Daviess,Jo Daviess,21235,0,96.15109547,5.633532799,26.23300771,15.25741999,21.4,3.566249607,1.398601375,0.83,0.82,0.68,0.0
43,Johnson,Johnson,12417,0,97.47149893,3.195358437,30.25160945,18.73004713,23.55,2.908780367,1.906625885,0.79,0.82,0.73,0.0
44,Kane,Kane,532403,0,93.96701633,4.260222574,26.98675464,15.84817533,23.805,3.851037975,1.009184958,0.76,0.75,0.74,0.0
45,Kankakee,Kankakee,109862,1,94.03957414,4.618689187,27.67427331,16.36291035,22.985,3.55582481,1.172430825,0.78,0.79,0.79,0.9102328375598477
46,Kendall,Kendall,128990,0,92.99377422,5.434419957,27.45800074,16.37088223,22.494999999999997,3.529460105,1.131310168,0.77,0.78,0.67,0.0
47,Knox,Knox,49699,0,95.02916433,4.434098325,27.87355336,16.6282554,22.385,3.753471374,1.213933335,0.81,0.8,0.72,0.0
48,Lake,Lake,696535,0,93.69077616,5.28839913,25.90483879,15.62974537,21.625,4.177073124,0.914493384,0.7,0.73,0.72,0.0
49,LaSalle,LaSalle,108669,0,93.54749546,5.060283547,27.38349804,16.24527887,24.134999999999998,3.560233172,1.196597807,0.81,0.78,0.79,0.0
50,Lawrence,Lawrence,15678,0,96.94491467,4.014466523,29.73018775,17.9045939,23.205,3.242918771,1.257989986,0.78,0.79,0.73,0.0
51,Lee,Lee,34096,0,94.99899421,4.841390037,27.02420927,15.85904742,21.8,3.709625928,1.317247286,0.82,0.79,0.81,0.0
52,Livingston,Livingston,35648,0,94.40269902,3.801375412,27.95146232,16.54275468,22.909999999999997,3.495404109,1.253797861,0.8,0.78,0.78,0.0
53,Logan,Logan,28618,0,93.58805216,3.261696988,28.75160057,17.31486524,23.05,3.69825201,1.236619368,0.82,0.81,0.75,0.0
54,McDonough,McDonough,29682,0,96.46276735,4.147645527,27.98203284,17.23753776,22.18,3.775350089,1.196928843,0.81,0.8,0.74,0.0
55,McHenry,McHenry,307774,0,96.5694311,4.998132962,26.51809025,14.82947732,21.81,3.887746144,1.139738487,0.79,0.78,0.77,0.0
56,McLean,McLean,171517,0,94.4551637,3.249493124,28.23201981,16.7073172,22.575,3.833683061,1.212791333,0.82,0.8,0.81,0.0
57,Macon,Macon,104009,0,92.84281903,3.749334929,28.69138228,17.5638238,24.105,3.661922977,1.260966512,0.82,0.79,0.68,0.0
58,Macoupin,Macoupin,44926,0,95.88347472,3.563976999,29.01988551,17.7495966,22.985,3.691424268,1.417635561,0.84,0.83,0.78,0.0
59,Madison,Madison,262966,0,96.13973322,4.647945488,29.30211882,18.46532607,25.189999999999998,3.523268093,1.235577423,0.82,0.8,0.79,0.0
60,Marion,Marion,37205,0,95.89529374,4.871257858,29.67302784,18.16956311,24.055,3.495686741,1.227800926,0.76,0.8,0.74,0.0
61,Marshall,Marshall,11438,0,93.4038007,4.190389556,27.92429939,16.68128969,22.605,3.636173237,1.238000556,0.83,0.8,0.78,0.0
62,Mason,Mason,13359,0,94.24792121,3.381279696,28.72209642,17.22481735,23.479999999999997,3.764162747,1.317073198,0.77,0.76,0.81,0.0
63,Massac,Massac,13772,1,97.6434137,2.97658473,30.38125961,18.92981915,24.36,2.921929787,1.277865341,0.75,0.79,0.79,7.261109497531223
64,Menard,Menard,12196,0,93.82382126,3.59770804,28.74909374,17.44285814,23.295,3.787218948,1.505664842,0.82,0.81,0.78,0.0
65,Mercer,Mercer,15437,0,95.34621128,3.876112707,28.02526881,16.87219969,22.655,3.627457144,1.23992182,0.8,0.79,0.77,0.0
66,Monroe,Monroe,34637,0,94.6346718,3.419474305,29.86677001,19.01456711,24.205,3.169825825,1.414317999,0.75,0.8,0.76,0.0
67,Montgomery,Montgomery,28414,0,95.78966361,3.851159143,29.1099635,17.53218575,22.94,3.706015051,1.458316549,0.83,0.83,0.8,0.0
68,Morgan,Morgan,33658,0,95.66308024,3.409927781,28.85262324,17.37306943,23.805,3.769285602,1.461168289,0.81,0.8,0.0,0.0
69,Moultrie,Moultrie,14501,0,93.15514631,3.791662927,28.95406361,17.63264606,23.205,3.654383817,1.2845709,0.82,0.77,0.78,0.0
70,Ogle,Ogle,50643,0,95.30717931,4.972823871,26.82443466,15.61287468,21.475,3.825499466,1.327871705,0.83,0.82,0.74,0.0
71,Peoria,Peoria,179179,1,93.13392991,4.342197972,28.00375028,16.84511827,23.625,3.749908102,1.119035681,0.8,0.79,0.7,0.5581011167603347
72,Perry,Perry,20916,0,95.8759482,2.740250704,29.91479976,18.54249572,24.355,2.984078108,1.212819723,0.74,0.77,0.79,0.0
73,Piatt,Piatt,16344,0,93.42933485,3.18386244,28.57150778,17.13883537,0.0,3.600648236,1.452969941,0.84,0.82,0.81,0.0
74,Pike,Pike,15561,0,94.87664546,3.772171704,28.66837884,18.0554585,23.09,3.618390232,1.582925697,0.79,0.81,0.78,0.0
75,Pope,Pope,4177,0,98.1393933,2.911125441,30.02562914,18.278178,23.555,2.978637472,1.792213887,0.79,0.85,0.8,0.0
76,Pulaski,Pulaski,5335,0,96.52209564,3.96860988,30.38338152,19.55039133,23.88,2.958919694,1.288871673,0.73,0.79,0.74,0.0
77,Putnam,Putnam,5739,0,92.50004747,4.301706003,27.62420146,16.66862126,22.65,3.548113446,1.270823295,0.81,0.79,0.75,0.0
78,Randolph,Randolph,31782,0,95.24637193,2.794903941,29.94759572,18.64027277,24.925,3.038186528,1.358506064,0.74,0.78,0.73,0.0
79,Richland,Richland,15513,0,96.59156933,4.011137056,29.71068829,17.78857653,23.955,3.435405675,1.211682104,0.77,0.79,0.7,0.0
80,Rock Island,Rock Island,141879,0,94.19038635,3.738715629,27.9222746,16.87943076,22.775,3.528612531,1.02076481,0.79,0.77,0.75,0.0
81,St. Clair,St. Clair,259686,2,94.85535787,3.818543762,29.91320851,19.00026295,25.84,3.100889329,1.236997385,0.81,0.8,0.78,0.7701608866092127
82,Saline,Saline,23491,0,97.58273299,2.921619431,30.35440496,18.29917247,24.155,2.958426462,1.418324356,0.75,0.8,0.79,0.0
83,Sangamon,Sangamon,194672,1,94.00122661,4.162237255,28.90915611,17.57747952,24.03,3.747579412,1.390524013,0.82,0.79,0.76,0.5136845565874908
84,Schuyler,Schuyler,6768,0,95.32472729,4.153634529,28.40372073,17.59869972,23.53,3.755084099,1.405637415,0.79,0.82,0.78,0.0
85,Scott,Scott,4951,1,95.19259308,3.285476213,28.81758464,17.71373487,23.13,3.75120622,1.345175674,0.79,0.8,0.76,20.197939810139363
86,Shelby,Shelby,21634,0,95.11737309,4.062059913,28.979022,17.54954607,23.055,3.706173036,1.400152238,0.8,0.81,0.78,0.0
87,Stark,Stark,5342,0,93.78472782,4.791046387,27.69880847,16.4529126,0.0,3.669907652,1.219910678,0.82,0.81,0.75,0.0
88,Stephenson,Stephenson,44498,0,96.17826779,5.641381779,26.22967294,15.17971629,20.509999999999998,3.767788799,1.369961776,0.82,0.79,0.77,0.0
89,Tazewell,Tazewell,131803,0,93.459862,3.595990536,28.47101651,17.03298707,24.380000000000003,3.775459054,1.123981702,0.8,0.78,0.76,0.0
90,Union,Union,16653,0,96.83110291,3.546281188,30.30113119,18.91868646,24.605,2.891795789,1.583639834,0.69,0.82,0.8,0.0
91,Vermilion,Vermilion,75758,0,94.40850447,2.679849585,28.4567969,16.59949796,23.08,3.625716396,1.21576434,0.78,0.8,0.67,0.0
92,Wabash,Wabash,11520,0,97.44827215,4.0152933,30.00492602,18.09355937,23.405,3.115545486,1.260069945,0.75,0.75,0.75,0.0
93,Warren,Warren,16844,0,95.45965061,3.7979445,27.92313478,16.88437728,0.0,3.761834278,1.221640324,0.83,0.81,0.76,0.0
94,Washington,Washington,13887,0,95.12605787,2.799099513,29.64930442,18.6687102,0.0,3.339500023,1.295067143,0.76,0.8,0.76,0.0
95,Wayne,Wayne,16215,0,96.34829268,3.988777625,29.98050131,18.30874007,0.0,3.466585302,1.174085165,0.73,0.77,0.71,0.0
96,White,White,13537,0,97.81144766,3.799900549,30.15421996,18.23898417,24.13,3.140683267,1.323321195,0.74,0.76,0.75,0.0
97,Whiteside,Whiteside,55175,0,94.02151364,4.486207059,27.33538711,16.44377638,22.835,3.413367974,1.182693726,0.78,0.79,0.77,0.0
98,Will,Will,690743,0,94.45188947,5.022717523,27.51225209,16.13209867,24.205,3.565167556,0.956982923,0.73,0.73,0.78,0.0
99,Williamson,Williamson,66597,0,97.03684422,3.253749382,30.11080254,18.57525177,24.450000000000003,2.88800922,1.416261731,0.74,0.8,0.0,0.0
100,Winnebago,Winnebago,282572,0,95.04750157,5.056463573,26.70005135,15.55822613,22.125,3.798682127,1.144075038,0.81,0.8,0.0,0.0
101,Woodford,Woodford,38459,0,93.78962742,4.401576306,28.26347098,16.58944162,23.48,3.765909064,1.208011091,0.83,0.8,0.0,0.0
