,County,County,2021,Cases_2021,Hum_21,Pre_21,Tmax_21,Tmin_21,LSTMean_2021,WS_21,Chlorophyll_2021,Ag_MEAN_2021,Fs_MEAN_2021,Rn_MEAN_2021,Cases_normalized_2021
51,Lee,Lee,34202,0,89.49454222,2.065435063,28.4797747,15.80966358,22.89,3.908920813,1.346446871,0.77,0.77,0.81,0.0
52,Livingston,Livingston,35799,0,91.3069288,3.787547815,28.72750596,16.95354556,23.18,3.539798219,1.422177822,0.79,0.79,0.81,0.0
53,Logan,Logan,27978,0,92.88630391,4.031676704,29.03948814,17.38427817,23.36,3.505646525,1.338470711,0.79,0.79,0.74,0.0
54,McDonough,McDonough,26906,0,95.26541009,2.902562032,28.32666458,16.9160601,22.46,3.619638322,1.397467497,0.82,0.82,0.75,0.0
55,McHenry,McHenry,311669,0,89.56172255,2.783177842,28.0685978,14.99120805,23.34,4.196013157,1.074239659,0.78,0.78,0.76,0.0
56,McLean,McLean,171411,0,92.49022269,4.398094231,28.85897705,17.02422127,22.740000000000002,3.774577433,1.351722688,0.8,0.8,0.8,0.0
57,Macon,Macon,102619,0,91.94643199,3.891868821,28.87485342,17.68196622,24.095,3.488839275,1.352900033,0.78,0.79,0.7,0.0
58,Macoupin,Macoupin,44563,0,94.72904638,4.338272026,29.22732247,17.76617191,23.22,3.480292536,1.283563994,0.81,0.83,0.79,0.0
59,Madison,Madison,265001,0,93.77002524,4.187145216,29.65032616,18.63229916,25.23,3.34629979,1.238365537,0.79,0.8,0.79,0.0
60,Marion,Marion,37390,0,95.18555098,4.666826065,29.44783388,17.95928569,24.11,3.384576419,1.555319793,0.79,0.82,0.78,0.0
61,Marshall,Marshall,11665,0,90.62188975,3.114805213,28.61038994,16.73910344,23.174999999999997,3.583360268,1.538360366,0.8,0.8,0.77,0.0
62,Mason,Mason,12826,0,93.04589774,4.14283063,29.14310732,17.3403389,23.810000000000002,3.583280571,1.497412774,0.77,0.76,0.78,0.0
63,Massac,Massac,13953,0,96.56989302,3.60469877,29.53964259,18.73781915,24.060000000000002,2.963935783,1.284907825,0.78,0.8,0.81,0.0
64,Menard,Menard,12170,0,92.5599056,4.343800692,29.00570647,17.66340019,23.04,3.566539387,1.523348861,0.8,0.82,0.8,0.0
65,Mercer,Mercer,15583,0,93.71978892,3.427491686,28.58032642,16.66476697,23.095,3.582119987,1.493885989,0.82,0.82,0.82,0.0
66,Monroe,Monroe,35007,0,92.88178468,3.264065052,29.90273066,18.7931636,23.8,3.005669782,1.847004899,0.78,0.81,0.74,0.0
67,Montgomery,Montgomery,28128,0,94.49018101,4.596784347,29.33064252,17.56875678,22.979999999999997,3.510720468,1.441119869,0.81,0.83,0.74,0.0
68,Morgan,Morgan,33289,0,94.99460457,4.075571785,29.15344245,17.30775945,24.479999999999997,3.534727801,1.405770243,0.78,0.81,0.0,0.0
69,Moultrie,Moultrie,14573,0,92.333926,4.439291614,29.00702928,17.73491847,23.08,3.523151121,1.523117327,0.81,0.79,0.78,0.0
70,Ogle,Ogle,51540,0,87.8841904,1.885987721,28.38149565,15.64339133,22.765,4.097832054,1.236933827,0.77,0.77,0.74,0.0
71,Peoria,Peoria,179847,1,91.42654325,3.355008606,28.40984936,16.87580983,24.0,3.629685846,5.406104718,0.81,0.81,0.79,0.5560281795081374
72,Perry,Perry,21027,0,95.14534492,4.2071956,29.5596925,18.24650722,24.299999999999997,2.866603153,1.256759177,0.78,0.79,0.8,0.0
73,Piatt,Piatt,16764,0,91.90732967,3.847892964,28.79916964,17.52588577,0.0,3.478162599,1.557918422,0.8,0.81,0.79,0.0
74,Pike,Pike,14621,0,94.45594788,4.341141545,29.12384418,17.67771294,22.985,3.40534557,1.644515997,0.8,0.82,0.73,0.0
75,Pope,Pope,3763,0,96.55992107,3.61205134,29.17814578,18.31917138,23.03,2.994783041,1.895333001,0.78,0.84,0.74,0.0
76,Pulaski,Pulaski,5093,0,95.973219,2.653980971,29.84180714,19.0476136,23.82,3.012079742,1.307556784,0.78,0.81,0.77,0.0
77,Putnam,Putnam,5589,0,88.17041786,3.064478763,28.55522145,16.8435856,23.405,3.576158402,1.329964235,0.77,0.78,0.72,0.0
78,Randolph,Randolph,30207,0,93.25332541,4.093302546,29.67304326,18.4501363,24.475,2.91665772,1.469350266,0.79,0.8,0.72,0.0
79,Richland,Richland,15784,0,95.70525639,4.797345161,29.41326482,17.79337525,23.915,3.357526891,1.392875531,0.77,0.8,0.77,0.0
80,Rock Island,Rock Island,142943,0,90.64856827,2.759955779,28.55540787,16.85512557,23.54,3.526515303,1.197275237,0.8,0.79,0.78,0.0
81,St. Clair,St. Clair,255210,0,92.81252807,3.863194159,29.90463594,18.92645098,25.355,2.946824732,1.228286667,0.8,0.8,0.79,0.0
82,Saline,Saline,23368,0,95.96178129,3.903986051,29.79272467,18.35939691,24.195,2.965638679,1.40867334,0.75,0.81,0.76,0.0
83,Sangamon,Sangamon,195468,0,93.07156895,4.502454682,29.08831224,17.66652762,23.97,3.532303227,1.260914335,0.77,0.8,0.8,0.0
84,Schuyler,Schuyler,6835,0,94.18499427,3.806690492,28.71549733,17.31668843,23.48,3.590844255,1.719427611,0.81,0.83,0.78,0.0
85,Scott,Scott,4984,0,94.57482716,3.880093152,29.22818963,17.55249769,23.15,3.512450482,1.456582272,0.79,0.81,0.76,0.0
86,Shelby,Shelby,20853,0,94.7610508,4.661815579,29.04755395,17.40005032,23.064999999999998,3.557950392,1.504603886,0.81,0.82,0.77,0.0
87,Stark,Stark,5291,0,92.4118256,3.724544602,28.27781708,16.38429859,0.0,3.595941638,1.593877164,0.81,0.81,0.76,0.0
88,Stephenson,Stephenson,44130,0,88.62731414,1.956193109,27.79803268,15.14610242,22.119999999999997,4.067867339,1.385446063,0.78,0.78,0.8,0.0
89,Tazewell,Tazewell,130640,0,91.49665418,3.602322341,28.95716058,17.2396681,24.915,3.656450039,1.396258812,0.8,0.79,0.73,0.0
90,Union,Union,17035,0,95.10425631,2.943634556,29.78227636,18.6687309,24.045,2.912490385,1.554129255,0.76,0.82,0.82,0.0
91,Vermilion,Vermilion,73175,0,94.15742669,4.265294113,28.63588525,16.82096821,23.115000000000002,3.605687906,1.281975071,0.81,0.82,0.69,0.0
92,Wabash,Wabash,11209,0,96.02829431,4.96765536,29.62906178,18.15011745,23.08,3.119833196,1.32755427,0.75,0.78,0.78,0.0
93,Warren,Warren,16595,0,94.77515004,3.747713689,28.21984069,16.50213634,0.0,3.645599469,1.452663824,0.83,0.83,0.77,0.0
94,Washington,Washington,13651,0,94.4773682,3.934159129,29.44735984,18.41641088,0.0,3.200979328,1.433098601,0.79,0.82,0.76,0.0
95,Wayne,Wayne,15995,0,95.8864169,4.912672414,29.56116506,18.06118766,0.0,3.383573263,1.692080326,0.78,0.8,0.69,0.0
96,White,White,13767,0,97.30130905,4.433398731,29.56560264,18.0621839,23.485,3.104346986,1.38451268,0.74,0.78,0.76,0.0
97,Whiteside,Whiteside,55320,0,89.3417787,1.943189825,28.49058424,16.3158605,23.314999999999998,3.487440535,1.379860534,0.78,0.79,0.73,0.0
98,Will,Will,699327,4,89.83291363,3.347044652,28.30704336,16.5660566,24.97,3.735421932,1.035579477,0.76,0.75,0.78,0.5719784878890705
99,Williamson,Williamson,66895,1,95.62908077,3.861051232,29.66870001,18.46217089,24.015,2.862693744,1.314192025,0.78,0.81,0.0,1.4948800358771208
100,Winnebago,Winnebago,283413,0,85.88165967,2.119001625,28.31534205,15.66841921,23.615000000000002,4.103926226,1.136894182,0.77,0.77,0.0,0.0
101,Woodford,Woodford,38220,0,91.17539496,2.661296323,28.87411811,16.79619498,23.985,3.673030125,1.457668098,0.8,0.81,0.0,0.0
