,County,County,2018,Cases_2018,Hum_18,Pre_18,Tmax_18,Tmin_18,LSTMean_2018,WS_18,Chlorophyll_2018,Ag_MEAN_2018,Fs_MEAN_2018,Rn_MEAN_2018,Cases_normalized_2018
62,Mason,Mason,13533,0,91.37473526,3.882406316,29.10529262,17.26961227,24.09,3.953896095,1.503607247,0.72,0.75,0.79,0.0
63,Massac,Massac,14023,0,95.55368174,4.613021509,30.40518131,19.68409306,24.86,3.012352043,1.182090202,0.79,0.81,0.76,0.0
64,Menard,Menard,12289,0,90.8423999,3.975016305,29.13873413,17.67870579,23.555,3.932027515,1.726998189,0.74,0.8,0.77,0.0
65,Mercer,Mercer,15551,0,91.44855868,4.413862181,28.36150696,16.72576678,23.015,3.767229656,1.362930962,0.76,0.77,0.8,0.0
66,Monroe,Monroe,34373,0,91.14250869,4.406732133,30.34290152,19.2928057,24.375,3.27476111,1.523707993,0.78,0.82,0.73,0.0
67,Montgomery,Montgomery,28691,0,93.92416442,4.2860661,29.54122614,17.90246178,23.815,3.752178465,1.606291545,0.75,0.8,0.74,0.0
68,Morgan,Morgan,34027,0,92.17997672,4.120253459,29.33978038,17.57067981,24.37,3.872309077,1.59844541,0.72,0.78,0.0,0.0
69,Moultrie,Moultrie,14648,0,93.2124436,4.209479246,29.11785068,17.87718886,23.73,3.635598377,1.591596761,0.75,0.77,0.78,0.0
70,Ogle,Ogle,50781,0,95.84585016,5.733770237,27.05805725,15.33326196,21.634999999999998,3.935053528,1.426792657,0.72,0.78,0.75,0.0
71,Peoria,Peoria,180620,1,90.80967829,3.54279444,28.35161013,16.82113583,24.375,3.918131755,1.276437825,0.74,0.79,0.74,0.5536485439043296
72,Perry,Perry,21144,0,93.62251564,4.932249258,29.84072955,19.03073407,24.799999999999997,2.982243538,1.342911946,0.79,0.8,0.75,0.0
73,Piatt,Piatt,16366,0,92.78940686,3.810883428,28.74955789,17.51992972,0.0,3.608175664,1.740553545,0.76,0.79,0.76,0.0
74,Pike,Pike,15595,0,87.27510397,3.115743971,29.77053363,18.29571152,23.655,3.820593665,1.579307451,0.72,0.79,0.81,0.0
75,Pope,Pope,4184,0,95.81194802,4.811091294,29.86409742,19.18562824,24.06,3.03934289,1.643194412,0.8,0.85,0.79,0.0
76,Pulaski,Pulaski,5434,0,95.47135112,3.84985605,30.33812179,19.81725675,24.674999999999997,3.061001406,1.236520259,0.78,0.81,0.77,0.0
77,Putnam,Putnam,5736,0,90.31468386,4.295241315,28.09857247,16.7019569,23.33,3.654900938,1.441697274,0.73,0.78,0.77,0.0
78,Randolph,Randolph,32177,0,91.86615388,4.760780002,29.79643831,19.1081774,25.155,3.0539485,1.499251904,0.79,0.81,0.77,0.0
79,Richland,Richland,15695,0,94.23352208,5.51506171,29.79377151,18.56042905,24.47,3.382801112,1.36514918,0.75,0.79,0.72,0.0
80,Rock Island,Rock Island,142621,2,91.03189783,4.533326476,28.08036833,16.72157322,23.455,3.653528487,1.079138874,0.75,0.76,0.71,1.4023180317064108
81,St. Clair,St. Clair,261360,2,91.8545032,4.780218505,30.3800652,19.29561244,26.275,3.128871405,1.328784053,0.77,0.79,0.75,0.7652280379553107
82,Saline,Saline,23789,0,94.63694188,3.757853498,30.29727072,19.17298093,24.880000000000003,2.972439941,1.287807327,0.75,0.81,0.75,0.0
83,Sangamon,Sangamon,195639,1,92.03439755,4.45413397,29.35107544,17.91889911,24.695,3.81494811,1.432796502,0.72,0.78,0.78,0.5111455282433461
84,Schuyler,Schuyler,6870,0,90.5579522,5.073540878,29.05681582,17.42010189,23.67,3.992100219,1.72195368,0.77,0.82,0.76,0.0
85,Scott,Scott,4927,0,90.08175696,3.60355083,29.62339899,17.93603006,23.555,3.858925026,1.588709718,0.72,0.77,0.78,0.0
86,Shelby,Shelby,21726,0,94.90556724,5.044598237,29.29803423,17.80296959,23.775,3.665897789,1.589127445,0.76,0.81,0.73,0.0
87,Stark,Stark,5418,0,92.27530089,3.89778117,28.03391717,16.30896707,0.0,3.803249896,1.402462389,0.74,0.77,0.75,0.0
88,Stephenson,Stephenson,44797,2,96.30955544,6.330770686,26.55054773,15.03501205,21.04,3.871343201,1.370010411,0.74,0.76,0.74,4.464584682009956
89,Tazewell,Tazewell,132450,2,90.6071754,3.528295826,28.91638282,17.17859418,25.36,3.934614286,1.452977177,0.73,0.77,0.79,1.5100037750094375
90,Union,Union,16832,0,94.37548341,4.005038369,30.26243179,19.47381217,24.46,2.955902964,1.607642654,0.8,0.84,0.74,0.0
91,Vermilion,Vermilion,76702,0,95.04293436,4.382649364,28.35332097,17.01132838,23.695,3.575030006,1.370280817,0.75,0.81,0.72,0.0
92,Wabash,Wabash,11523,0,94.9393028,5.270692028,30.25363815,18.85782477,23.865000000000002,3.053654097,1.185035039,0.73,0.77,0.77,0.0
93,Warren,Warren,16992,0,91.52646577,3.848232509,28.33725219,16.66874026,0.0,3.950107653,1.306482734,0.77,0.79,0.76,0.0
94,Washington,Washington,13999,0,92.73268764,5.63273789,29.73027449,19.12946506,0.0,3.327854242,1.453867647,0.78,0.82,0.79,0.0
95,Wayne,Wayne,16326,0,93.49439955,5.542782011,30.23745203,18.85508377,0.0,3.440527802,1.597577214,0.77,0.81,0.75,0.0
96,White,White,13618,0,95.81738949,3.920590003,30.27718609,18.90675928,24.325,3.115950288,1.361891589,0.75,0.78,0.71,0.0
97,Whiteside,Whiteside,55553,1,92.85178145,5.038715771,27.62755643,16.18220345,23.05,3.535643569,1.30641897,0.73,0.76,0.69,1.8000828038089753
98,Will,Will,691149,4,93.49493137,3.687956713,28.11082001,16.19987781,24.895,3.6755305,1.018074698,0.72,0.73,0.77,0.5787464063465331
99,Williamson,Williamson,66982,1,94.43734223,4.231875518,30.06609322,19.26213392,25.015,2.905786604,5.228340751,0.79,0.82,0.72,1.4929384013615599
100,Winnebago,Winnebago,283630,1,96.14216193,6.34209937,26.55460094,15.08723483,22.515,3.875833415,1.299643145,0.74,0.77,0.76,0.3525720128336213
101,Woodford,Woodford,38527,0,91.43036677,3.272349064,28.80393112,16.67833279,24.345,3.883061463,1.466269725,0.76,0.8,0.0,0.0
